timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1619158183272,226,Twitter-2,200,OK,Thread Group 1-19,text,true,,67092,125,20,20,https://twitter.com/intent/tweet,200,0,0
1619158182938,568,Twitter,200,OK,Thread Group 1-3,text,true,,68104,383,20,20,https://twitter.com/intent/tweet,174,0,0
1619158182938,174,Twitter-0,301,Moved Permanently,Thread Group 1-3,,true,,614,129,20,20,http://www.twitter.com/intent/tweet,174,0,0
1619158183112,173,Twitter-1,301,Moved Permanently,Thread Group 1-3,,true,,642,129,20,20,https://www.twitter.com/intent/tweet,173,0,0
1619158183285,221,Twitter-2,200,OK,Thread Group 1-3,text,true,,66848,125,20,20,https://twitter.com/intent/tweet,196,0,0
1619158182661,906,Twitter,200,OK,Thread Group 1-17,text,true,,68084,383,20,20,https://twitter.com/intent/tweet,176,0,0
1619158182661,176,Twitter-0,301,Moved Permanently,Thread Group 1-17,,true,,614,129,20,20,http://www.twitter.com/intent/tweet,176,0,0
1619158182837,174,Twitter-1,301,Moved Permanently,Thread Group 1-17,,true,,642,129,20,20,https://www.twitter.com/intent/tweet,174,0,0
1619158183011,556,Twitter-2,200,OK,Thread Group 1-17,text,true,,66828,125,20,20,https://twitter.com/intent/tweet,225,0,0
1619158183065,503,Facebook,200,OK,Thread Group 1-10,text,true,,192467,236,20,20,https://www.facebook.com/,199,0,0
1619158183065,199,Facebook-0,301,Moved Permanently,Thread Group 1-10,text,true,,366,118,20,20,http://www.facebook.com/,199,0,0
1619158183264,304,Facebook-1,200,OK,Thread Group 1-10,text,true,,192101,118,20,20,https://www.facebook.com/,282,0,0
